date,symbol,open,high,low,close,adjusted_close,volume,source,updated_at,fetched_at,adjusted_status,data_quality_status,data_quality_flag
2011-02-11,BIL,91.720001,91.720001,91.699997,91.699997,73.884529,138150,yahoo_chart_api_a55_market_data_refresh,2026-06-13T17:44:58.230710+00:00,2026-06-13T17:44:58.230710+00:00,adjusted_close_from_yahoo_chart,not_validated,
2011-02-14,BIL,91.720001,91.720001,91.699997,91.699997,73.884529,74450,yahoo_chart_api_a55_market_data_refresh,2026-06-13T17:44:58.230710+00:00,2026-06-13T17:44:58.230710+00:00,adjusted_close_from_yahoo_chart,not_validated,
2011-02-15,BIL,91.720001,91.720001,91.699997,91.720001,73.90065,193200,yahoo_chart_api_a55_market_data_refresh,2026-06-13T17:44:58.230710+00:00,2026-06-13T17:44:58.230710+00:00,adjusted_close_from_yahoo_chart,not_validated,
2011-02-16,BIL,91.720001,91.720001,91.699997,91.720001,73.90065,136800,yahoo_chart_api_a55_market_data_refresh,2026-06-13T17:44:58.230710+00:00,2026-06-13T17:44:58.230710+00:00,adjusted_close_from_yahoo_chart,not_validated,
2011-02-17,BIL,91.699997,91.720001,91.699997,91.720001,73.90065,68250,yahoo_chart_api_a55_market_data_refresh,2026-06-13T17:44:58.230710+00:00,2026-06-13T17:44:58.230710+00:00,adjusted_close_from_yahoo_chart,not_validated,
2011-02-18,BIL,91.699997,91.720001,91.699997,91.699997,73.884529,93750,yahoo_chart_api_a55_market_data_refresh,2026-06-13T17:44:58.230710+00:00,2026-06-13T17:44:58.230710+00:00,adjusted_close_from_yahoo_chart,not_validated,
2011-02-22,BIL,91.720001,91.720001,91.699997,91.699997,73.884529,144050,yahoo_chart_api_a55_market_data_refresh,2026-06-13T17:44:58.230710+00:00,2026-06-13T17:44:58.230710+00:00,adjusted_close_from_yahoo_chart,not_validated,
2011-02-23,BIL,91.720001,91.720001,91.699997,91.720001,73.90065,493500,yahoo_chart_api_a55_market_data_refresh,2026-06-13T17:44:58.230710+00:00,2026-06-13T17:44:58.230710+00:00,adjusted_close_from_yahoo_chart,not_validated,
2011-02-24,BIL,91.720001,91.720001,91.699997,91.720001,73.90065,126750,yahoo_chart_api_a55_market_data_refresh,2026-06-13T17:44:58.230710+00:00,2026-06-13T17:44:58.230710+00:00,adjusted_close_from_yahoo_chart,not_validated,
2011-02-25,BIL,91.720001,91.720001,91.699997,91.720001,73.90065,91350,yahoo_chart_api_a55_market_data_refresh,2026-06-13T17:44:58.230710+00:00,2026-06-13T17:44:58.230710+00:00,adjusted_close_from_yahoo_chart,not_validated,
2011-02-28,BIL,91.720001,91.720001,91.699997,91.699997,73.884529,145850,yahoo_chart_api_a55_market_data_refresh,2026-06-13T17:44:58.230710+00:00,2026-06-13T17:44:58.230710+00:00,adjusted_close_from_yahoo_chart,not_validated,
2011-03-01,BIL,91.720001,91.720001,91.699997,91.699997,73.884529,138400,yahoo_chart_api_a55_market_data_refresh,2026-06-13T17:44:58.230710+00:00,2026-06-13T17:44:58.230710+00:00,adjusted_close_from_yahoo_chart,not_validated,
2011-03-02,BIL,91.720001,91.720001,91.699997,91.720001,73.90065,128000,yahoo_chart_api_a55_market_data_refresh,2026-06-13T17:44:58.230710+00:00,2026-06-13T17:44:58.230710+00:00,adjusted_close_from_yahoo_chart,not_validated,
2011-03-03,BIL,91.720001,91.720001,91.699997,91.699997,73.884529,139950,yahoo_chart_api_a55_market_data_refresh,2026-06-13T17:44:58.230710+00:00,2026-06-13T17:44:58.230710+00:00,adjusted_close_from_yahoo_chart,not_validated,
2011-03-04,BIL,91.699997,91.720001,91.699997,91.720001,73.90065,132300,yahoo_chart_api_a55_market_data_refresh,2026-06-13T17:44:58.230710+00:00,2026-06-13T17:44:58.230710+00:00,adjusted_close_from_yahoo_chart,not_validated,
2011-03-07,BIL,91.720001,91.720001,91.699997,91.699997,73.884529,95850,yahoo_chart_api_a55_market_data_refresh,2026-06-13T17:44:58.230710+00:00,2026-06-13T17:44:58.230710+00:00,adjusted_close_from_yahoo_chart,not_validated,
2011-03-08,BIL,91.720001,91.720001,91.699997,91.699997,73.884529,1178800,yahoo_chart_api_a55_market_data_refresh,2026-06-13T17:44:58.230710+00:00,2026-06-13T17:44:58.230710+00:00,adjusted_close_from_yahoo_chart,not_validated,
2011-03-09,BIL,91.720001,91.720001,91.699997,91.699997,73.884529,159800,yahoo_chart_api_a55_market_data_refresh,2026-06-13T17:44:58.230710+00:00,2026-06-13T17:44:58.230710+00:00,adjusted_close_from_yahoo_chart,not_validated,
2011-03-10,BIL,91.699997,91.720001,91.699997,91.699997,73.884529,140200,yahoo_chart_api_a55_market_data_refresh,2026-06-13T17:44:58.230710+00:00,2026-06-13T17:44:58.230710+00:00,adjusted_close_from_yahoo_chart,not_validated,
2011-03-11,BIL,91.699997,91.720001,91.699997,91.720001,73.90065,77750,yahoo_chart_api_a55_market_data_refresh,2026-06-13T17:44:58.230710+00:00,2026-06-13T17:44:58.230710+00:00,adjusted_close_from_yahoo_chart,not_validated,
2011-03-14,BIL,91.699997,91.739998,91.699997,91.720001,73.90065,929650,yahoo_chart_api_a55_market_data_refresh,2026-06-13T17:44:58.230710+00:00,2026-06-13T17:44:58.230710+00:00,adjusted_close_from_yahoo_chart,not_validated,
